pos,date,pv
 1081,2013/11/21, 864
 1081,2013/11/20, 902
 1081,2013/11/19, 882
 1081,2013/11/18, 573
 1081,2013/11/17, 533
 1081,2013/11/16, 534
 1081,2013/11/15, 735
 1081,2013/11/14, 856
 1081,2013/11/13, 1329
 1081,2013/11/12, 1072
 1081,2013/11/11, 768
 1081,2013/11/10, 278
 1081,2013/11/09, 736
 1081,2013/11/08, 625
 1081,2013/11/07, 883
 1081,2013/11/06, 1460
 1081,2013/11/05, 799
 1081,2013/11/04, 11106
 1081,2013/11/03, 874
 1081,2013/11/02, 883
 1081,2013/11/01, 1460
 1081,2013/10/31, 1657
 1081,2013/10/30, 977
 1081,2013/10/29, 1458
 1081,2013/10/28, 1551
 1081,2013/10/27, 799
 1081,2013/10/26, 832
 1081,2013/10/25, 1213
 1081,2013/10/24, 1076
 1081,2013/10/23, 1491
 1081,2013/10/22, 811
 1081,2013/10/21, 1538
 1081,2013/10/20, 740
 1081,2013/10/19, 755
 1081,2013/10/18, 1081
 1081,2013/10/17, 989
 1081,2013/10/16, 1021
 1081,2013/10/15, 1159
 1081,2013/10/14, 1186
 1081,2013/10/13, 701
 1081,2013/10/12, 823
 1081,2013/10/11, 961
 1081,2013/10/10, 894
 1081,2013/10/09, 995
 1081,2013/10/08, 1226
 1081,2013/10/07, 1004
 1081,2013/10/06, 613
 1081,2013/10/05, 619
 1081,2013/10/04, 601
 1081,2013/10/03, 695
 1081,2013/10/02, 643
 1081,2013/10/01, 647
 1083,2013/11/27, 2
 1083,2013/11/22, 1
 1083,2013/11/01, 1
 1083,2013/10/31, 1
 1083,2013/10/30, 4
 1083,2013/10/29, 4
 1083,2013/10/28, 4
 1083,2013/10/25, 4
 1083,2013/10/23, 5
 1083,2013/10/22, 4
 1083,2013/10/21, 4
 1083,2013/10/18, 4
 1083,2013/10/17, 4
 1083,2013/10/16, 4
 1083,2013/10/15, 4
 1083,2013/10/14, 4
 1083,2013/10/11, 4
 1083,2013/10/09, 5
 1083,2013/10/08, 4
 1083,2013/10/07, 1
 1083,2013/10/05, 3
 1083,2013/10/04, 4
 1083,2013/10/03, 4
 1083,2013/10/01, 4
 1084,2013/11/30, 854002
 1084,2013/11/29, 1191773
 1084,2013/11/28, 792568
 1084,2013/11/27, 888248
 1084,2013/11/26, 1086285
 1084,2013/11/25, 902144
 1084,2013/11/24, 868260
 1084,2013/11/23, 1198639
 1084,2013/11/22, 1032992
 1084,2013/11/21, 1052282
 1084,2013/11/20, 740652
 1084,2013/11/19, 565682
 1084,2013/11/18, 567717
 1084,2013/11/17, 552155
 1084,2013/11/16, 536889
 1084,2013/11/15, 601255
 1084,2013/11/14, 752641
 1084,2013/11/13, 640288
 1084,2013/11/12, 702783
 1084,2013/11/11, 530230
 1084,2013/11/10, 620214
 1084,2013/11/09, 664615
 1084,2013/11/08, 727471
 1084,2013/11/07, 762762
 1084,2013/11/06, 761595
 1084,2013/11/05, 772920
 1084,2013/11/04, 836677
 1084,2013/11/03, 836940
 1084,2013/11/02, 820737
 1084,2013/11/01, 769051
 1084,2013/10/31, 701870
 1084,2013/10/30, 523498
 1084,2013/10/29, 677417
 1084,2013/10/28, 708622
 1084,2013/10/27, 595627
 1084,2013/10/26, 534016
 1084,2013/10/25, 576192
 1084,2013/10/24, 615615
 1084,2013/10/23, 667181
 1084,2013/10/22, 763024
 1084,2013/10/21, 769709
 1084,2013/10/20, 804159
 1084,2013/10/19, 689584
 1084,2013/10/18, 675744
 1084,2013/10/17, 650865
 1084,2013/10/16, 837108
 1084,2013/10/15, 746056
 1084,2013/10/14, 720671
 1084,2013/10/13, 816966
 1084,2013/10/12, 778895
 1084,2013/10/11, 724720
 1084,2013/10/10, 721671
 1084,2013/10/09, 831382
 1084,2013/10/08, 864745
 1084,2013/10/07, 764343
 1084,2013/10/06, 712025
 1084,2013/10/05, 790741
 1084,2013/10/04, 713945
 1084,2013/10/03, 718776
 1084,2013/10/02, 682703
 1084,2013/10/01, 729701
 1086,2013/11/30, 1
 1086,2013/11/29, 5
 1086,2013/11/28, 3
 1086,2013/11/27, 5
 1086,2013/11/26, 11
 1086,2013/11/25, 3
 1086,2013/11/22, 7
 1086,2013/11/21, 12
 1086,2013/11/20, 15
 1086,2013/11/19, 65
 1086,2013/11/18, 61
 1086,2013/11/15, 29
 1086,2013/11/14, 46
 1086,2013/11/13, 42
 1086,2013/11/12, 30
 1086,2013/11/11, 32
 1086,2013/11/10, 1
 1086,2013/11/08, 24
 1086,2013/11/07, 47
 1086,2013/11/06, 71
 1086,2013/11/05, 34
 1086,2013/11/04, 38
 1086,2013/11/01, 17
 1086,2013/10/31, 27
 1086,2013/10/30, 31
 1086,2013/10/29, 4
 1086,2013/10/28, 10
 1086,2013/10/25, 15
 1086,2013/10/24, 16
 1086,2013/10/23, 7
 1086,2013/10/22, 6
 1086,2013/10/21, 9
 1086,2013/10/18, 2
 1086,2013/10/17, 5
 1086,2013/10/16, 5
 1086,2013/10/15, 14
 1086,2013/10/14, 7
 1086,2013/10/12, 3
 1086,2013/10/11, 3
 1086,2013/10/10, 10
 1086,2013/10/09, 6
 1086,2013/10/08, 3
 1086,2013/10/01, 1
 1087,2013/11/30, 650042
 1087,2013/11/29, 646600
 1087,2013/11/28, 600344
 1087,2013/11/27, 687848
 1087,2013/11/26, 672840
 1087,2013/11/25, 670039
 1087,2013/11/24, 680987
 1087,2013/11/23, 708467
 1087,2013/11/22, 629223
 1087,2013/11/21, 541357
 1087,2013/11/20, 532807
 1087,2013/11/19, 513677
 1087,2013/11/18, 555559
 1087,2013/11/17, 584037
 1087,2013/11/16, 573261
 1087,2013/11/15, 574828
 1087,2013/11/14, 585745
 1087,2013/11/13, 544814
 1087,2013/11/12, 490792
 1087,2013/11/11, 404768
 1087,2013/11/10, 449705
 1087,2013/11/09, 516341
 1087,2013/11/08, 555694
 1087,2013/11/07, 495681
 1087,2013/11/06, 481612
 1087,2013/11/05, 483937
 1087,2013/11/04, 466634
 1087,2013/11/03, 500079
 1087,2013/11/02, 530242
 1087,2013/11/01, 497849
 1087,2013/10/31, 644321
 1087,2013/10/30, 488874
 1087,2013/10/29, 494079
 1087,2013/10/28, 507975
 1087,2013/10/27, 479247
 1087,2013/10/26, 491092
 1087,2013/10/25, 500469
 1087,2013/10/24, 523672
 1087,2013/10/23, 498996
 1087,2013/10/22, 450218
 1087,2013/10/21, 446609
 1087,2013/10/20, 467062
 1087,2013/10/19, 475853
 1087,2013/10/18, 479079
 1087,2013/10/17, 508856
 1087,2013/10/16, 491899
 1087,2013/10/15, 486445
 1087,2013/10/14, 494798
 1087,2013/10/13, 514528
 1087,2013/10/12, 549495
 1087,2013/10/11, 511897
 1087,2013/10/10, 500570
 1087,2013/10/09, 476925
 1087,2013/10/08, 473472
 1087,2013/10/07, 515890
 1087,2013/10/06, 510841
 1087,2013/10/05, 524795
 1087,2013/10/04, 495373
 1087,2013/10/03, 496525
 1087,2013/10/02, 498271
 1087,2013/10/01, 515113
 1088,2013/11/30, 21645
 1088,2013/11/29, 15740
 1088,2013/11/28, 16704
 1088,2013/11/27, 18203
 1088,2013/11/26, 19053
 1088,2013/11/25, 18127
 1088,2013/11/24, 8950
 1088,2013/11/23, 13218
 1088,2013/11/22, 21529
 1088,2013/11/21, 18110
 1088,2013/11/20, 18413
 1088,2013/11/19, 18674
 1088,2013/11/18, 17609
 1088,2013/11/17, 25749
 1088,2013/11/16, 23133
 1088,2013/11/15, 20065
 1088,2013/11/14, 17775
 1088,2013/11/13, 16677
 1088,2013/11/12, 17758
 1088,2013/11/11, 16593
 1088,2013/11/10, 22316
 1088,2013/11/09, 25044
 1088,2013/11/08, 18667
 1088,2013/11/07, 18866
 1088,2013/11/06, 17920
 1088,2013/11/05, 17170
 1088,2013/11/04, 18890
 1088,2013/11/03, 24627
 1088,2013/11/02, 24155
 1088,2013/11/01, 19801
 1088,2013/10/31, 19153
 1088,2013/10/30, 16724
 1088,2013/10/29, 17033
 1088,2013/10/28, 16761
 1088,2013/10/27, 21954
 1088,2013/10/26, 23047
 1088,2013/10/25, 18362
 1088,2013/10/24, 19150
 1088,2013/10/23, 17971
 1088,2013/10/22, 18442
 1088,2013/10/21, 18162
 1088,2013/10/20, 25213
 1088,2013/10/19, 24482
 1088,2013/10/18, 14866
 1088,2013/10/17, 19908
 1088,2013/10/16, 21164
 1088,2013/10/15, 17974
 1088,2013/10/14, 20292
 1088,2013/10/13, 25080
 1088,2013/10/12, 22745
 1088,2013/10/11, 19552
 1088,2013/10/10, 21562
 1088,2013/10/09, 21017
 1088,2013/10/08, 21431
 1088,2013/10/07, 25239
 1088,2013/10/06, 29920
 1088,2013/10/05, 28140
 1088,2013/10/04, 25160
 1088,2013/10/03, 25320
 1088,2013/10/02, 26365
 1088,2013/10/01, 28647
 1091,2013/11/15, 1
 1091,2013/10/12, 1
 1092,2013/11/30, 11245
 1092,2013/11/29, 11444
 1092,2013/11/28, 10764
 1092,2013/11/27, 10399
 1092,2013/11/26, 10132
 1092,2013/11/25, 10337
 1092,2013/11/24, 10096
 1092,2013/11/23, 10241
 1092,2013/11/22, 10225
 1092,2013/11/21, 10027
 1092,2013/11/20, 9650
 1092,2013/11/19, 9625
 1092,2013/11/18, 9808
 1092,2013/11/17, 9559
 1092,2013/11/16, 9693
 1092,2013/11/15, 9188
 1092,2013/11/14, 9017
 1092,2013/11/13, 8919
 1092,2013/11/12, 9069
 1092,2013/11/11, 8465
 1092,2013/11/10, 8900
 1092,2013/11/09, 9388
 1092,2013/11/08, 9331
 1092,2013/11/07, 9205
 1092,2013/11/06, 9268
 1092,2013/11/05, 9344
 1092,2013/11/04, 8969
 1092,2013/11/03, 7003
 1092,2013/11/02, 9257
 1092,2013/11/01, 9227
 1092,2013/10/31, 9317
 1092,2013/10/30, 9360
 1092,2013/10/29, 9312
 1092,2013/10/28, 9033
 1092,2013/10/27, 8974
 1092,2013/10/26, 9097
 1092,2013/10/25, 9197
 1092,2013/10/24, 8893
 1092,2013/10/23, 9049
 1092,2013/10/22, 8897
 1092,2013/10/21, 8673
 1092,2013/10/20, 8557
 1092,2013/10/19, 8941
 1092,2013/10/18, 8526
 1092,2013/10/17, 8885
 1092,2013/10/16, 8950
 1092,2013/10/15, 9117
 1092,2013/10/14, 9398
 1092,2013/10/13, 9553
 1092,2013/10/12, 9663
 1092,2013/10/11, 9475
 1092,2013/10/10, 9497
 1092,2013/10/09, 9256
 1092,2013/10/08, 9295
 1092,2013/10/07, 9998
 1092,2013/10/06, 9687
 1092,2013/10/05, 9473
 1092,2013/10/04, 9241
 1092,2013/10/03, 8906
 1092,2013/10/02, 8979
 1092,2013/10/01, 10581
 1096,2013/11/27, 1
 1096,2013/11/24, 1
 1096,2013/11/19, 3
 1096,2013/11/16, 1
 1096,2013/11/10, 1
 1096,2013/11/09, 1
 1096,2013/11/06, 1
 1096,2013/10/21, 1
 1096,2013/10/13, 1
 1096,2013/10/04, 1
 1097,2013/11/30, 1384591
 1097,2013/11/29, 1049331
 1097,2013/11/28, 1383349
 1097,2013/11/27, 2148749
 1097,2013/11/26, 2209990
 1097,2013/11/25, 1797924
 1097,2013/11/24, 949456
 1097,2013/11/23, 1162775
 1097,2013/11/22, 1709394
 1097,2013/11/21, 1795050
 1097,2013/11/20, 1521214
 1097,2013/11/19, 1503895
 1097,2013/11/18, 1010835
 1097,2013/11/17, 238067
 1097,2013/11/16, 201770
 1097,2013/11/15, 317779
 1097,2013/11/14, 240050
 1097,2013/11/13, 324022
 1097,2013/11/12, 455184
 1097,2013/11/11, 460126
 1097,2013/11/10, 310232
 1097,2013/11/09, 271502
 1097,2013/11/08, 246037
 1097,2013/11/07, 312872
 1097,2013/11/06, 407077
 1097,2013/11/05, 333346
 1097,2013/11/04, 351864
 1097,2013/11/03, 270287
 1097,2013/11/02, 292645
 1097,2013/11/01, 330696
 1097,2013/10/31, 450433
 1097,2013/10/30, 393652
 1097,2013/10/29, 280057
 1097,2013/10/28, 485227
 1097,2013/10/27, 350520
 1097,2013/10/26, 272570
 1097,2013/10/25, 427952
 1097,2013/10/24, 382839
 1097,2013/10/23, 550266
 1097,2013/10/22, 600124
 1097,2013/10/21, 560689
 1097,2013/10/20, 306683
 1097,2013/10/19, 1650477
 1097,2013/10/18, 518259
 1097,2013/10/17, 541615
 1097,2013/10/16, 530190
 1097,2013/10/15, 438077
 1097,2013/10/14, 738720
 1097,2013/10/13, 829702
 1097,2013/10/12, 602408
 1097,2013/10/11, 427491
 1097,2013/10/10, 516852
 1097,2013/10/09, 795853
 1097,2013/10/08, 1462698
 1097,2013/10/07, 1311385
 1097,2013/10/06, 1056378
 1097,2013/10/05, 518611
 1097,2013/10/04, 609814
 1097,2013/10/03, 460007
 1097,2013/10/02, 688485
 1097,2013/10/01, 877858
 1101,2013/11/30, 193523
 1101,2013/11/29, 209987
 1101,2013/11/28, 215904
 1101,2013/11/27, 246110
 1101,2013/11/26, 262715
 1101,2013/11/25, 250003
 1101,2013/11/24, 208248
 1101,2013/11/23, 204272
 1101,2013/11/22, 224973
 1101,2013/11/21, 231627
 1101,2013/11/20, 214957
 1101,2013/11/19, 213318
 1101,2013/11/18, 214012
 1101,2013/11/17, 192933
 1101,2013/11/16, 198020
 1101,2013/11/15, 223959
 1101,2013/11/14, 251243
 1101,2013/11/13, 266449
 1101,2013/11/12, 330711
 1101,2013/11/11, 445548
 1101,2013/11/10, 324175
 1101,2013/11/09, 324060
 1101,2013/11/08, 310791
 1101,2013/11/07, 259411
 1101,2013/11/06, 261706
 1101,2013/11/05, 275952
 1101,2013/11/04, 276302
 1101,2013/11/03, 258153
 1101,2013/11/02, 239076
 1101,2013/11/01, 233094
 1101,2013/10/31, 327884
 1101,2013/10/30, 268208
 1101,2013/10/29, 268688
 1101,2013/10/28, 287589
 1101,2013/10/27, 252138
 1101,2013/10/26, 239013
 1101,2013/10/25, 271357
 1101,2013/10/24, 285502
 1101,2013/10/23, 266458
 1101,2013/10/22, 260226
 1101,2013/10/21, 290545
 1101,2013/10/20, 239745
 1101,2013/10/19, 246951
 1101,2013/10/18, 263384
 1101,2013/10/17, 232015
 1101,2013/10/16, 252592
 1101,2013/10/15, 231387
 1101,2013/10/14, 258097
 1101,2013/10/13, 237202
 1101,2013/10/12, 249869
 1101,2013/10/11, 256052
 1101,2013/10/10, 265026
 1101,2013/10/09, 253801
 1101,2013/10/08, 277318
 1101,2013/10/07, 237575
 1101,2013/10/06, 221214
 1101,2013/10/05, 218809
 1101,2013/10/04, 214272
 1101,2013/10/03, 176538
 1101,2013/10/02, 205093
 1101,2013/10/01, 222347
 1103,2013/11/19, 1
 1106,2013/11/30, 1
 1106,2013/11/26, 1
 1106,2013/11/24, 1
 1106,2013/11/20, 1
 1106,2013/11/19, 1
 1106,2013/11/16, 1
 1106,2013/11/13, 1
 1106,2013/11/11, 1
 1106,2013/11/06, 1
 1106,2013/11/03, 1
 1106,2013/11/01, 1
 1106,2013/10/30, 1
 1106,2013/10/27, 2
 1106,2013/10/25, 1
 1106,2013/10/22, 1
 1106,2013/10/20, 1
 1106,2013/10/18, 1
 1106,2013/10/16, 2
 1106,2013/10/14, 1
 1106,2013/10/11, 1
 1106,2013/10/10, 1
 1106,2013/10/09, 1
 1106,2013/10/07, 2
 1106,2013/10/05, 2
 1107,2013/11/30, 71404
 1107,2013/11/29, 66608
 1107,2013/11/28, 70459
 1107,2013/11/27, 73821
 1107,2013/11/26, 95312
 1107,2013/11/25, 90353
 1107,2013/11/24, 97331
 1107,2013/11/23, 93035
 1107,2013/11/22, 80893
 1107,2013/11/21, 68229
 1107,2013/11/20, 81073
 1107,2013/11/19, 84584
 1107,2013/11/18, 94452
 1107,2013/11/17, 98680
 1107,2013/11/16, 90417
 1107,2013/11/15, 87474
 1107,2013/11/14, 77625
 1107,2013/11/13, 122639
 1107,2013/11/12, 140371
 1107,2013/11/11, 127863
 1107,2013/11/10, 99319
 1107,2013/11/09, 87682
 1107,2013/11/08, 123072
 1107,2013/11/07, 128067
 1107,2013/11/06, 147180
 1107,2013/11/05, 138715
 1107,2013/11/04, 199090
 1107,2013/11/03, 139158
 1107,2013/11/02, 152659
 1107,2013/11/01, 129789
 1107,2013/10/31, 180812
 1107,2013/10/30, 147248
 1107,2013/10/29, 139522
 1107,2013/10/28, 139592
 1107,2013/10/27, 147623
 1107,2013/10/26, 148606
 1107,2013/10/25, 182942
 1107,2013/10/24, 148335
 1107,2013/10/23, 150701
 1107,2013/10/22, 147717
 1107,2013/10/21, 123333
 1107,2013/10/20, 148866
 1107,2013/10/19, 149445
 1107,2013/10/18, 159026
 1107,2013/10/17, 152076
 1107,2013/10/16, 171772
 1107,2013/10/15, 168882
 1107,2013/10/14, 175753
 1107,2013/10/13, 162080
 1107,2013/10/12, 160028
 1107,2013/10/11, 137584
 1107,2013/10/10, 146757
 1107,2013/10/09, 165938
 1107,2013/10/08, 161444
 1107,2013/10/07, 153370
 1107,2013/10/06, 144063
 1107,2013/10/05, 152856
 1107,2013/10/04, 146932
 1107,2013/10/03, 128918
 1107,2013/10/02, 140662
 1107,2013/10/01, 127008
 1109,2013/11/04, 1
 1112,2013/11/30, 23448
 1112,2013/11/29, 30132
 1112,2013/11/28, 16530
 1112,2013/11/27, 9895
 1112,2013/11/26, 13915
 1112,2013/11/25, 30843
 1112,2013/11/24, 30050
 1112,2013/11/23, 31213
 1112,2013/11/22, 11012
 1112,2013/11/21, 11754
 1112,2013/11/20, 12498
 1112,2013/11/19, 12845
 1112,2013/11/18, 14743
 1112,2013/11/17, 11547
 1112,2013/11/16, 11044
 1112,2013/11/15, 12437
 1112,2013/11/14, 18424
 1112,2013/11/13, 40613
 1112,2013/11/12, 45310
 1112,2013/11/11, 64974
 1112,2013/11/10, 143551
 1112,2013/11/09, 95200
 1112,2013/11/08, 50929
 1112,2013/11/07, 62192
 1112,2013/11/06, 87805
 1112,2013/11/05, 69643
 1112,2013/11/04, 71012
 1112,2013/11/03, 92593
 1112,2013/11/02, 174433
 1112,2013/11/01, 102660
 1112,2013/10/31, 134812
 1112,2013/10/30, 161536
 1112,2013/10/29, 98270
 1112,2013/10/28, 202652
 1112,2013/10/27, 127270
 1112,2013/10/26, 110210
 1112,2013/10/25, 57658
 1112,2013/10/24, 58033
 1112,2013/10/23, 84597
 1112,2013/10/22, 120039
 1112,2013/10/21, 176674
 1112,2013/10/20, 289145
 1112,2013/10/19, 347374
 1112,2013/10/18, 195268
 1112,2013/10/17, 176066
 1112,2013/10/16, 221272
 1112,2013/10/15, 200425
 1112,2013/10/14, 300574
 1112,2013/10/13, 261358
 1112,2013/10/12, 185319
 1112,2013/10/11, 79538
 1112,2013/10/10, 73978
 1112,2013/10/09, 143947
 1112,2013/10/08, 188765
 1112,2013/10/07, 136365
 1112,2013/10/06, 201208
 1112,2013/10/05, 217973
 1112,2013/10/04, 217550
 1112,2013/10/03, 216408
 1112,2013/10/02, 387271
 1112,2013/10/01, 99071
 1114,2013/11/30, 153787
 1114,2013/11/29, 223095
 1114,2013/11/28, 205448
 1114,2013/11/27, 236040
 1114,2013/11/26, 254724
 1114,2013/11/25, 233603
 1114,2013/11/24, 179917
 1114,2013/11/23, 264883
 1114,2013/11/22, 293311
 1114,2013/11/21, 242892
 1114,2013/11/20, 189483
 1114,2013/11/19, 217339
 1114,2013/11/18, 227327
 1114,2013/11/17, 171881
 1114,2013/11/16, 178705
 1114,2013/11/15, 228011
 1114,2013/11/14, 199409
 1114,2013/11/13, 194576
 1114,2013/11/12, 195867
 1114,2013/11/11, 164085
 1114,2013/11/10, 133397
 1114,2013/11/09, 151688
 1114,2013/11/08, 209690
 1114,2013/11/07, 197173
 1114,2013/11/06, 187893
 1114,2013/11/05, 189283
 1114,2013/11/04, 188250
 1114,2013/11/03, 163459
 1114,2013/11/02, 158629
 1114,2013/11/01, 189559
 1114,2013/10/31, 227438
 1114,2013/10/30, 176530
 1114,2013/10/29, 177672
 1114,2013/10/28, 182286
 1114,2013/10/27, 137615
 1114,2013/10/26, 149791
 1114,2013/10/25, 202964
 1114,2013/10/24, 190728
 1114,2013/10/23, 211241
 1114,2013/10/22, 208165
 1114,2013/10/21, 212040
 1114,2013/10/20, 143853
 1114,2013/10/19, 167371
 1114,2013/10/18, 214952
 1114,2013/10/17, 205405
 1114,2013/10/16, 221271
 1114,2013/10/15, 189428
 1114,2013/10/14, 194477
 1114,2013/10/13, 161213
 1114,2013/10/12, 214668
 1114,2013/10/11, 212987
 1114,2013/10/10, 207684
 1114,2013/10/09, 207429
 1114,2013/10/08, 172074
 1114,2013/10/07, 100786
 1114,2013/10/06, 103538
 1114,2013/10/05, 126424
 1114,2013/10/04, 145828
 1114,2013/10/03, 151520
 1114,2013/10/02, 158246
 1114,2013/10/01, 159763
 1115,2013/11/30, 205133
 1115,2013/11/29, 175187
 1115,2013/11/28, 265966
 1115,2013/11/27, 337282
 1115,2013/11/26, 569865
 1115,2013/11/25, 498613
 1115,2013/11/24, 372681
 1115,2013/11/23, 359503
 1115,2013/11/22, 476829
 1115,2013/11/21, 477479
 1115,2013/11/20, 500765
 1115,2013/11/19, 576302
 1115,2013/11/18, 522290
 1115,2013/11/17, 376912
 1115,2013/11/16, 390910
 1115,2013/11/15, 469773
 1115,2013/11/14, 494027
 1115,2013/11/13, 507719
 1115,2013/11/12, 469285
 1115,2013/11/11, 365982
 1115,2013/11/10, 419534
 1115,2013/11/09, 427486
 1115,2013/11/08, 477029
 1115,2013/11/07, 418219
 1115,2013/11/06, 379345
 1115,2013/11/05, 444413
 1115,2013/11/04, 470836
 1115,2013/11/03, 413696
 1115,2013/11/02, 505178
 1115,2013/11/01, 514825
 1115,2013/10/31, 677940
 1115,2013/10/30, 483115
 1115,2013/10/29, 613284
 1115,2013/10/28, 557328
 1115,2013/10/27, 498325
 1115,2013/10/26, 602810
 1115,2013/10/25, 573171
 1115,2013/10/24, 475288
 1115,2013/10/23, 552690
 1115,2013/10/22, 569851
 1115,2013/10/21, 627036
 1115,2013/10/20, 494423
 1115,2013/10/19, 600775
 1115,2013/10/18, 585657
 1115,2013/10/17, 641082
 1115,2013/10/16, 724577
 1115,2013/10/15, 606361
 1115,2013/10/14, 623647
 1115,2013/10/13, 484970
 1115,2013/10/12, 574783
 1115,2013/10/11, 673221
 1115,2013/10/10, 659658
 1115,2013/10/09, 766848
 1115,2013/10/08, 807127
 1115,2013/10/07, 630757
 1115,2013/10/06, 599060
 1115,2013/10/05, 522038
 1115,2013/10/04, 456546
 1115,2013/10/03, 500757
 1115,2013/10/02, 548440
 1115,2013/10/01, 523888
 1117,2013/11/21, 1
 1117,2013/11/11, 1
 1117,2013/11/09, 1
 1118,2013/11/30, 790345
 1118,2013/11/29, 774645
 1118,2013/11/28, 779440
 1118,2013/11/27, 837267
 1118,2013/11/26, 782825
 1118,2013/11/25, 800941
 1118,2013/11/24, 870577
 1118,2013/11/23, 833537
 1118,2013/11/22, 803145
 1118,2013/11/21, 788779
 1118,2013/11/20, 788498
 1118,2013/11/19, 766195
 1118,2013/11/18, 788708
 1118,2013/11/17, 581689
 1118,2013/11/16, 616045
 1118,2013/11/15, 685974
 1118,2013/11/14, 745362
 1118,2013/11/13, 771929
 1118,2013/11/12, 775776
 1118,2013/11/11, 795263
 1118,2013/11/10, 802369
 1118,2013/11/09, 796549
 1118,2013/11/08, 708301
 1118,2013/11/07, 694360
 1118,2013/11/06, 695687
 1118,2013/11/05, 701382
 1118,2013/11/04, 686627
 1118,2013/11/03, 709668
 1118,2013/11/02, 708377
 1118,2013/11/01, 719021
 1118,2013/10/31, 899471
 1118,2013/10/30, 718383
 1118,2013/10/29, 707221
 1118,2013/10/28, 700294
 1118,2013/10/27, 710924
 1118,2013/10/26, 696714
 1118,2013/10/25, 702284
 1118,2013/10/24, 696237
 1118,2013/10/23, 699538
 1118,2013/10/22, 693229
 1118,2013/10/21, 684770
 1118,2013/10/20, 704748
 1118,2013/10/19, 896380
 1118,2013/10/18, 1146482
 1118,2013/10/17, 1377466
 1118,2013/10/16, 1160644
 1118,2013/10/15, 1259414
 1118,2013/10/14, 1282219
 1118,2013/10/13, 1425496
 1118,2013/10/12, 1660989
 1118,2013/10/11, 1027255
 1118,2013/10/10, 879165
 1118,2013/10/09, 1047392
 1118,2013/10/08, 965074
 1118,2013/10/07, 712122
 1118,2013/10/06, 688712
 1118,2013/10/05, 663389
 1118,2013/10/04, 647333
 1118,2013/10/03, 636724
 1118,2013/10/02, 627001
 1118,2013/10/01, 649477
 1121,2013/11/29, 1
 1121,2013/11/28, 5
 1121,2013/11/26, 1
 1121,2013/11/25, 5
 1121,2013/11/23, 2
 1121,2013/11/22, 1
 1121,2013/11/20, 7
 1121,2013/11/18, 1
 1121,2013/11/17, 1
 1121,2013/11/15, 5
 1121,2013/11/14, 5
 1121,2013/11/11, 1
 1121,2013/11/10, 8
 1121,2013/11/09, 5
 1121,2013/11/07, 1
 1121,2013/11/04, 1773
 1121,2013/11/03, 542
 1121,2013/11/01, 6
 1121,2013/10/29, 8
 1121,2013/10/28, 10
 1121,2013/10/27, 5
 1121,2013/10/26, 2
 1121,2013/10/25, 7
 1121,2013/10/23, 5
 1121,2013/10/21, 8
 1121,2013/10/20, 5
 1121,2013/10/18, 2
 1121,2013/10/17, 3
 1121,2013/10/15, 2
 1121,2013/10/14, 3
 1121,2013/10/11, 10
 1121,2013/10/09, 1
 1121,2013/10/08, 7
 1121,2013/10/05, 8
 1121,2013/10/04, 2
 1121,2013/10/02, 5
 1121,2013/10/01, 1
 1125,2013/11/30, 285913
 1125,2013/11/29, 409306
 1125,2013/11/28, 35214
 1125,2013/11/27, 332845
 1125,2013/11/26, 626496
 1125,2013/11/25, 349767
 1125,2013/11/24, 324166
 1125,2013/11/23, 332857
 1125,2013/11/22, 294663
 1125,2013/11/21, 277058
 1125,2013/11/20, 355022
 1125,2013/11/19, 403632
 1125,2013/11/18, 352216
 1125,2013/11/17, 268086
 1125,2013/11/16, 293348
 1125,2013/11/15, 347940
 1125,2013/11/14, 345505
 1125,2013/11/13, 337963
 1125,2013/11/12, 317349
 1125,2013/11/11, 21700
 1125,2013/11/10, 257210
 1125,2013/11/09, 157373
 1125,2013/11/08, 278403
 1125,2013/11/07, 661302
 1125,2013/11/06, 636529
 1125,2013/11/05, 499136
 1125,2013/11/04, 749067
 1125,2013/11/03, 231395
 1125,2013/11/02, 265029
 1125,2013/11/01, 175549
 1125,2013/10/31, 640589
 1125,2013/10/30, 320215
 1125,2013/10/29, 791254
 1125,2013/10/28, 450328
 1125,2013/10/27, 286114
 1125,2013/10/26, 330330
 1125,2013/10/25, 414931
 1125,2013/10/24, 96673
 1125,2013/10/23, 325277
 1125,2013/10/22, 315945
 1125,2013/10/21, 330831
 1125,2013/10/20, 289692
 1125,2013/10/19, 289042
 1125,2013/10/18, 401557
 1125,2013/10/17, 176370
 1125,2013/10/16, 952497
 1125,2013/10/15, 82117
 1125,2013/10/14, 409487
 1125,2013/10/13, 314864
 1125,2013/10/12, 378071
 1125,2013/10/11, 619486
 1125,2013/10/10, 348209
 1125,2013/10/09, 420693
 1125,2013/10/08, 383715
 1125,2013/10/07, 399977
 1125,2013/10/06, 367959
 1125,2013/10/05, 352298
 1125,2013/10/04, 346058
 1125,2013/10/03, 306462
 1125,2013/10/02, 312738
 1125,2013/10/01, 310931
 1127,2013/11/29, 8
 1127,2013/11/28, 4
 1127,2013/11/27, 4
 1127,2013/11/26, 4
 1127,2013/11/25, 8
 1127,2013/11/24, 8
 1127,2013/11/06, 1
 1127,2013/10/28, 1
 1127,2013/10/22, 1
 1127,2013/10/06, 1
 1129,2013/11/29, 16
 1129,2013/11/28, 12
 1129,2013/11/27, 17
 1129,2013/11/26, 12
