pos,date,pv
 3719,2013/10/25, 46033
 3719,2013/10/24, 45134
 3719,2013/10/23, 44350
 3719,2013/10/22, 45933
 3719,2013/10/21, 45973
 3719,2013/10/20, 46065
 3719,2013/10/19, 44871
 3719,2013/10/18, 45469
 3719,2013/10/17, 46381
 3719,2013/10/16, 45664
 3719,2013/10/15, 45735
 3719,2013/10/14, 46169
 3719,2013/10/13, 44946
 3719,2013/10/12, 46175
 3719,2013/10/11, 45407
 3719,2013/10/10, 42060
 3719,2013/10/09, 42196
 3719,2013/10/08, 40033
 3719,2013/10/07, 42822
 3719,2013/10/06, 44136
 3719,2013/10/05, 43610
 3719,2013/10/04, 41759
 3719,2013/10/03, 41660
 3719,2013/10/02, 41839
 3719,2013/10/01, 40521
 3720,2013/11/30, 50041
 3720,2013/11/29, 46575
 3720,2013/11/28, 42470
 3720,2013/11/27, 44458
 3720,2013/11/26, 45170
 3720,2013/11/25, 48752
 3720,2013/11/24, 48930
 3720,2013/11/23, 50062
 3720,2013/11/22, 48744
 3720,2013/11/21, 49977
 3720,2013/11/20, 60002
 3720,2013/11/19, 129655
 3720,2013/11/18, 91204
 3720,2013/11/17, 9314
 3720,2013/11/16, 8192
 3720,2013/11/15, 10290
 3720,2013/11/14, 6413
 3720,2013/11/13, 31264
 3720,2013/11/12, 129
 3720,2013/11/11, 105
 3720,2013/11/10, 642
 3720,2013/11/09, 264
 3720,2013/11/08, 956
 3720,2013/11/07, 1084
 3720,2013/11/06, 398
 3720,2013/11/05, 54
 3720,2013/11/04, 17
 3720,2013/11/03, 68
 3720,2013/11/02, 42
 3720,2013/11/01, 67
 3720,2013/10/31, 128
 3720,2013/10/30, 38
 3720,2013/10/29, 22377
 3720,2013/10/28, 21388
 3720,2013/10/27, 31102
 3720,2013/10/26, 30156
 3720,2013/10/25, 2530
 3720,2013/10/24, 34791
 3720,2013/10/23, 1607
 3720,2013/10/22, 1676
 3720,2013/10/21, 1764
 3720,2013/10/20, 28084
 3720,2013/10/19, 24606
 3720,2013/10/18, 1174
 3720,2013/10/17, 1819
 3720,2013/10/16, 13009
 3720,2013/10/15, 28559
 3720,2013/10/14, 56238
 3720,2013/10/13, 25370
 3720,2013/10/12, 38343
 3720,2013/10/11, 31698
 3720,2013/10/10, 33955
 3720,2013/10/09, 37313
 3720,2013/10/08, 32045
 3720,2013/10/07, 24098
 3720,2013/10/06, 21620
 3720,2013/10/05, 9198
 3720,2013/10/04, 7811
 3720,2013/10/03, 14364
 3720,2013/10/02, 13203
 3720,2013/10/01, 14778
 3721,2013/11/30, 182
 3721,2013/11/29, 207
 3721,2013/11/28, 227
 3721,2013/11/27, 229
 3721,2013/11/26, 217
 3721,2013/11/25, 150
 3721,2013/11/24, 142
 3721,2013/11/23, 85
 3721,2013/11/22, 107
 3721,2013/11/21, 159
 3721,2013/11/20, 190
 3721,2013/11/19, 259
 3721,2013/11/18, 197
 3721,2013/11/17, 123
 3721,2013/11/16, 120
 3721,2013/11/15, 127
 3721,2013/11/14, 179
 3721,2013/11/13, 249
 3721,2013/11/12, 172
 3721,2013/11/11, 40
 3721,2013/11/10, 45
 3721,2013/11/09, 82
 3721,2013/11/08, 128
 3721,2013/11/07, 163
 3721,2013/11/06, 148
 3721,2013/11/05, 166
 3721,2013/11/04, 148
 3721,2013/11/03, 109
 3721,2013/11/02, 163
 3721,2013/11/01, 137
 3721,2013/10/31, 260
 3721,2013/10/30, 303
 3721,2013/10/29, 244
 3721,2013/10/28, 201
 3721,2013/10/27, 116
 3721,2013/10/26, 102
 3721,2013/10/25, 134
 3721,2013/10/24, 205
 3721,2013/10/23, 229
 3721,2013/10/22, 199
 3721,2013/10/21, 148
 3721,2013/10/20, 90
 3721,2013/10/19, 81
 3721,2013/10/18, 81
 3721,2013/10/17, 115
 3721,2013/10/16, 91
 3721,2013/10/15, 133
 3721,2013/10/14, 79
 3721,2013/10/13, 67
 3721,2013/10/12, 83
 3721,2013/10/11, 112
 3721,2013/10/10, 235
 3721,2013/10/09, 261
 3721,2013/10/08, 106
 3721,2013/10/07, 185
 3721,2013/10/06, 159
 3721,2013/10/05, 146
 3721,2013/10/04, 205
 3721,2013/10/03, 140
 3721,2013/10/02, 70
 3721,2013/10/01, 92
 3722,2013/11/30, 6382
 3722,2013/11/29, 14618
 3722,2013/11/28, 24017
 3722,2013/11/27, 14756
 3722,2013/11/26, 25229
 3722,2013/11/25, 20267
 3722,2013/11/24, 7457
 3722,2013/11/23, 10840
 3722,2013/11/22, 19320
 3722,2013/11/21, 24262
 3722,2013/11/20, 19661
 3722,2013/11/19, 14073
 3722,2013/11/18, 21970
 3722,2013/11/17, 11759
 3722,2013/11/16, 11747
 3722,2013/11/15, 23162
 3722,2013/11/14, 30313
 3722,2013/11/13, 15004
 3722,2013/11/12, 13733
 3722,2013/11/11, 12041
 3722,2013/11/10, 7991
 3722,2013/11/09, 8207
 3722,2013/11/08, 14520
 3722,2013/11/07, 10140
 3722,2013/11/06, 10766
 3722,2013/11/05, 13097
 3722,2013/11/04, 11233
 3722,2013/11/03, 6743
 3722,2013/11/02, 8613
 3722,2013/11/01, 10081
 3722,2013/10/31, 10101
 3722,2013/10/30, 10032
 3722,2013/10/29, 10706
 3722,2013/10/28, 10968
 3722,2013/10/27, 8825
 3722,2013/10/26, 8376
 3722,2013/10/25, 10080
 3722,2013/10/24, 11084
 3722,2013/10/23, 10749
 3722,2013/10/22, 10904
 3722,2013/10/21, 10966
 3722,2013/10/20, 9299
 3722,2013/10/19, 8766
 3722,2013/10/18, 9613
 3722,2013/10/17, 9752
 3722,2013/10/16, 11513
 3722,2013/10/15, 11983
 3722,2013/10/14, 12206
 3722,2013/10/13, 10447
 3722,2013/10/12, 11128
 3722,2013/10/11, 12070
 3722,2013/10/10, 12377
 3722,2013/10/09, 12151
 3722,2013/10/08, 12602
 3722,2013/10/07, 11275
 3722,2013/10/06, 9989
 3722,2013/10/05, 9758
 3722,2013/10/04, 9073
 3722,2013/10/03, 8684
 3722,2013/10/02, 9124
 3722,2013/10/01, 9225
 3723,2013/11/25, 17
 3723,2013/11/21, 1
 3723,2013/11/20, 1
 3723,2013/10/31, 1
 3737,2013/11/27, 1
 3737,2013/10/09, 1
 3737,2013/10/07, 1
 3737,2013/10/01, 1
 3738,2013/11/30, 5672379
 3738,2013/11/29, 5063839
 3738,2013/11/28, 5542179
 3738,2013/11/27, 5924615
 3738,2013/11/26, 5120259
 3738,2013/11/25, 5398139
 3738,2013/11/24, 5822030
 3738,2013/11/23, 4997825
 3738,2013/11/22, 4518642
 3738,2013/11/21, 6639914
 3738,2013/11/20, 5779122
 3738,2013/11/19, 6095349
 3738,2013/11/18, 6308212
 3738,2013/11/17, 5808672
 3738,2013/11/16, 4641579
 3738,2013/11/15, 5395719
 3738,2013/11/14, 7421916
 3738,2013/11/13, 7159015
 3738,2013/11/12, 6250381
 3738,2013/11/11, 4693048
 3738,2013/11/10, 5163258
 3738,2013/11/09, 3688059
 3738,2013/11/08, 5063957
 3738,2013/11/07, 6068897
 3738,2013/11/06, 5422065
 3738,2013/11/05, 5537001
 3738,2013/11/04, 3199474
 3738,2013/11/03, 2978447
 3738,2013/11/02, 4594358
 3738,2013/11/01, 5407780
 3738,2013/10/31, 6004773
 3738,2013/10/30, 4684037
 3738,2013/10/29, 4379084
 3738,2013/10/28, 4794445
 3738,2013/10/27, 3665835
 3738,2013/10/26, 3226248
 3738,2013/10/25, 4711382
 3738,2013/10/24, 4880733
 3738,2013/10/23, 5481596
 3738,2013/10/22, 6371837
 3738,2013/10/21, 5517979
 3738,2013/10/20, 4625394
 3738,2013/10/19, 4782603
 3738,2013/10/18, 4855980
 3738,2013/10/17, 3995687
 3738,2013/10/16, 4711476
 3738,2013/10/15, 4907697
 3738,2013/10/14, 5395830
 3738,2013/10/13, 4455163
 3738,2013/10/12, 4045742
 3738,2013/10/11, 4821270
 3738,2013/10/10, 4236150
 3738,2013/10/09, 4964133
 3738,2013/10/08, 4583650
 3738,2013/10/07, 3927176
 3738,2013/10/06, 4455414
 3738,2013/10/05, 4489684
 3738,2013/10/04, 5439880
 3738,2013/10/03, 5446026
 3738,2013/10/02, 4444016
 3738,2013/10/01, 3276722
 3740,2013/11/30, 103097
 3740,2013/11/29, 156115
 3740,2013/11/28, 99823
 3740,2013/11/27, 91124
 3740,2013/11/26, 101448
 3740,2013/11/25, 85518
 3740,2013/11/24, 91983
 3740,2013/11/23, 90107
 3740,2013/11/22, 88300
 3740,2013/11/21, 85923
 3740,2013/11/20, 97986
 3740,2013/11/19, 138426
 3740,2013/11/18, 161244
 3740,2013/11/17, 137863
 3740,2013/11/16, 172486
 3740,2013/11/15, 218343
 3740,2013/11/14, 235908
 3740,2013/11/13, 208904
 3740,2013/11/12, 148656
 3740,2013/11/11, 60339
 3740,2013/11/10, 145939
 3740,2013/11/09, 136747
 3740,2013/11/08, 144881
 3740,2013/11/07, 162979
 3740,2013/11/06, 140342
 3740,2013/11/05, 162132
 3740,2013/11/04, 204600
 3740,2013/11/03, 125130
 3740,2013/11/02, 145150
 3740,2013/11/01, 155221
 3740,2013/10/31, 245009
 3740,2013/10/30, 198063
 3740,2013/10/29, 150554
 3740,2013/10/28, 150815
 3740,2013/10/27, 147906
 3740,2013/10/26, 143995
 3740,2013/10/25, 148572
 3740,2013/10/24, 148508
 3740,2013/10/23, 137155
 3740,2013/10/22, 128289
 3740,2013/10/21, 135961
 3740,2013/10/20, 147166
 3740,2013/10/19, 153969
 3740,2013/10/18, 131069
 3740,2013/10/17, 117203
 3740,2013/10/16, 125150
 3740,2013/10/15, 119174
 3740,2013/10/14, 137964
 3740,2013/10/13, 124848
 3740,2013/10/12, 155310
 3740,2013/10/11, 126533
 3740,2013/10/10, 114085
 3740,2013/10/09, 120562
 3740,2013/10/08, 139882
 3740,2013/10/07, 129343
 3740,2013/10/06, 129164
 3740,2013/10/05, 128826
 3740,2013/10/04, 138803
 3740,2013/10/03, 111843
 3740,2013/10/02, 111852
 3740,2013/10/01, 123137
 3744,2013/11/30, 5284
 3744,2013/11/29, 5693
 3744,2013/11/28, 6418
 3744,2013/11/27, 7233
 3744,2013/11/26, 6658
 3744,2013/11/25, 7040
 3744,2013/11/24, 5080
 3744,2013/11/23, 4942
 3744,2013/11/22, 6575
 3744,2013/11/21, 6700
 3744,2013/11/20, 6409
 3744,2013/11/19, 6665
 3744,2013/11/18, 6947
 3744,2013/11/17, 5201
 3744,2013/11/16, 5245
 3744,2013/11/15, 6105
 3744,2013/11/14, 6681
 3744,2013/11/13, 6665
 3744,2013/11/12, 6645
 3744,2013/11/11, 6080
 3744,2013/11/10, 4923
 3744,2013/11/09, 4932
 3744,2013/11/08, 6443
 3744,2013/11/07, 6704
 3744,2013/11/06, 6527
 3744,2013/11/05, 6640
 3744,2013/11/04, 6464
 3744,2013/11/03, 4972
 3744,2013/11/02, 5122
 3744,2013/11/01, 6024
 3744,2013/10/31, 8415
 3744,2013/10/30, 6484
 3744,2013/10/29, 6508
 3744,2013/10/28, 6650
 3744,2013/10/27, 4790
 3744,2013/10/26, 4247
 3744,2013/10/25, 5868
 3744,2013/10/24, 6523
 3744,2013/10/23, 6756
 3744,2013/10/22, 7099
 3744,2013/10/21, 6995
 3744,2013/10/20, 5153
 3744,2013/10/19, 4753
 3744,2013/10/18, 6296
 3744,2013/10/17, 6754
 3744,2013/10/16, 6884
 3744,2013/10/15, 7147
 3744,2013/10/14, 7877
 3744,2013/10/13, 5158
 3744,2013/10/12, 6276
 3744,2013/10/11, 6531
 3744,2013/10/10, 6973
 3744,2013/10/09, 10871
 3744,2013/10/08, 7800
 3744,2013/10/07, 6635
 3744,2013/10/06, 6522
 3744,2013/10/05, 6321
 3744,2013/10/04, 6980
 3744,2013/10/03, 7479
 3744,2013/10/02, 6613
 3744,2013/10/01, 7874
 3745,2013/10/16, 1
 3746,2013/11/15, 1
 3754,2013/11/30, 448785
 3754,2013/11/29, 545348
 3754,2013/11/28, 544927
 3754,2013/11/27, 592316
 3754,2013/11/26, 501331
 3754,2013/11/25, 530320
 3754,2013/11/24, 446538
 3754,2013/11/23, 432499
 3754,2013/11/22, 493877
 3754,2013/11/21, 493504
 3754,2013/11/20, 508886
 3754,2013/11/19, 503613
 3754,2013/11/18, 492166
 3754,2013/11/17, 420540
 3754,2013/11/16, 415478
 3754,2013/11/15, 538374
 3754,2013/11/14, 517131
 3754,2013/11/13, 628861
 3754,2013/11/12, 893895
 3754,2013/11/11, 780466
 3754,2013/11/10, 452683
 3754,2013/11/09, 434231
 3754,2013/11/08, 537214
 3754,2013/11/07, 528214
 3754,2013/11/06, 560233
 3754,2013/11/05, 539292
 3754,2013/11/04, 552218
 3754,2013/11/03, 470980
 3754,2013/11/02, 447672
 3754,2013/11/01, 555722
 3754,2013/10/31, 759035
 3754,2013/10/30, 697388
 3754,2013/10/29, 743124
 3754,2013/10/28, 728056
 3754,2013/10/27, 544325
 3754,2013/10/26, 548563
 3754,2013/10/25, 670726
 3754,2013/10/24, 575445
 3754,2013/10/23, 718232
 3754,2013/10/22, 559828
 3754,2013/10/21, 407040
 3754,2013/10/20, 343469
 3754,2013/10/19, 343524
 3754,2013/10/18, 407672
 3754,2013/10/17, 581648
 3754,2013/10/16, 610807
 3754,2013/10/15, 673060
 3754,2013/10/14, 760664
 3754,2013/10/13, 657102
 3754,2013/10/12, 792598
 3754,2013/10/11, 782156
 3754,2013/10/10, 825325
 3754,2013/10/09, 822427
 3754,2013/10/08, 837616
 3754,2013/10/07, 694271
 3754,2013/10/06, 583000
 3754,2013/10/05, 601686
 3754,2013/10/04, 582733
 3754,2013/10/03, 567966
 3754,2013/10/02, 572128
 3754,2013/10/01, 601247
 3760,2013/11/30, 22
 3760,2013/11/29, 131861
 3760,2013/11/28, 122135
 3760,2013/11/27, 121164
 3760,2013/11/26, 142272
 3760,2013/11/25, 152672
 3760,2013/11/24, 366
 3760,2013/11/23, 24
 3760,2013/11/22, 149523
 3760,2013/11/21, 158673
 3760,2013/11/20, 160017
 3760,2013/11/19, 158002
 3760,2013/11/18, 165475
 3760,2013/11/17, 482
 3760,2013/11/16, 33
 3760,2013/11/15, 148174
 3760,2013/11/14, 146209
 3760,2013/11/13, 154013
 3760,2013/11/12, 154312
 3760,2013/11/11, 138249
 3760,2013/11/10, 362
 3760,2013/11/09, 54
 3760,2013/11/08, 150902
 3760,2013/11/07, 156367
 3760,2013/11/06, 137965
 3760,2013/11/05, 158467
 3760,2013/11/04, 147144
 3760,2013/11/03, 1684
 3760,2013/11/02, 35
 3760,2013/11/01, 138942
 3760,2013/10/31, 192695
 3760,2013/10/30, 150382
 3760,2013/10/29, 161193
 3760,2013/10/28, 138935
 3760,2013/10/27, 2
 3760,2013/10/26, 61
 3760,2013/10/25, 133405
 3760,2013/10/24, 176475
 3760,2013/10/23, 161654
 3760,2013/10/22, 154215
 3760,2013/10/21, 161006
 3760,2013/10/20, 9
 3760,2013/10/19, 80
 3760,2013/10/18, 152725
 3760,2013/10/17, 118065
 3760,2013/10/16, 102564
 3760,2013/10/15, 19
 3760,2013/10/14, 34758
 3760,2013/10/13, 10321
 3760,2013/10/12, 118545
 3760,2013/10/11, 154098
 3760,2013/10/10, 151090
 3760,2013/10/09, 113843
 3760,2013/10/08, 151625
 3760,2013/10/07, 5
 3760,2013/10/06, 8
 3760,2013/10/05, 4
 3760,2013/10/04, 17
 3760,2013/10/03, 59
 3760,2013/10/02, 82
 3760,2013/10/01, 66
 3761,2013/11/30, 2183
 3761,2013/11/29, 2800
 3761,2013/11/28, 3042
 3761,2013/11/27, 3506
 3761,2013/11/26, 3720
 3761,2013/11/25, 4076
 3761,2013/11/24, 3528
 3761,2013/11/23, 3796
 3761,2013/11/22, 3627
 3761,2013/11/21, 4154
 3761,2013/11/20, 4354
 3761,2013/11/19, 4071
 3761,2013/11/18, 3641
 3761,2013/11/17, 3754
 3761,2013/11/16, 3292
 3761,2013/11/15, 3585
 3761,2013/11/14, 4218
 3761,2013/11/13, 4075
 3761,2013/11/12, 4500
 3761,2013/11/11, 3413
 3761,2013/11/10, 3770
 3761,2013/11/09, 3608
 3761,2013/11/08, 6087
 3761,2013/11/07, 172539
 3761,2013/11/06, 131738
 3761,2013/11/05, 114754
 3761,2013/11/04, 4257
 3761,2013/11/03, 3721
 3761,2013/11/02, 3966
 3761,2013/11/01, 3947
 3761,2013/10/31, 4874
 3761,2013/10/30, 5214
 3761,2013/10/29, 4413
 3761,2013/10/28, 4233
 3761,2013/10/27, 4218
 3761,2013/10/26, 3302
 3761,2013/10/25, 3933
 3761,2013/10/24, 4408
 3761,2013/10/23, 4719
 3761,2013/10/22, 4483
 3761,2013/10/21, 4211
 3761,2013/10/20, 4256
 3761,2013/10/19, 3789
 3761,2013/10/18, 4336
 3761,2013/10/17, 3979
 3761,2013/10/16, 4241
 3761,2013/10/15, 4400
 3761,2013/10/14, 4225
 3761,2013/10/13, 3933
 3761,2013/10/12, 3717
 3761,2013/10/11, 4551
 3761,2013/10/10, 4284
 3761,2013/10/09, 4217
 3761,2013/10/08, 4517
 3761,2013/10/07, 4049
 3761,2013/10/06, 4077
 3761,2013/10/05, 4134
 3761,2013/10/04, 4692
 3761,2013/10/03, 5057
 3761,2013/10/02, 5455
 3761,2013/10/01, 6336
 3763,2013/11/30, 1700
 3763,2013/11/29, 1992
 3763,2013/11/28, 2069
 3763,2013/11/27, 1946
 3763,2013/11/26, 2048
 3763,2013/11/25, 1857
 3763,2013/11/24, 1562
 3763,2013/11/23, 1418
 3763,2013/11/22, 2077
 3763,2013/11/21, 2527
 3763,2013/11/20, 2060
 3763,2013/11/19, 2192
 3763,2013/11/18, 2066
 3763,2013/11/17, 1432
 3763,2013/11/16, 1411
 3763,2013/11/15, 1822
 3763,2013/11/14, 2324
 3763,2013/11/13, 2117
 3763,2013/11/12, 2104
 3763,2013/11/11, 1812
 3763,2013/11/10, 1267
 3763,2013/11/09, 2038
 3763,2013/11/08, 2289
 3763,2013/11/07, 2019
 3763,2013/11/06, 2572
 3763,2013/11/05, 2162
 3763,2013/11/04, 2105
 3763,2013/11/03, 1478
 3763,2013/11/02, 1724
 3763,2013/11/01, 2054
 3763,2013/10/31, 3316
 3763,2013/10/30, 2120
 3763,2013/10/29, 2184
 3763,2013/10/28, 2065
 3763,2013/10/27, 1421
 3763,2013/10/26, 1909
 3763,2013/10/25, 2306
 3763,2013/10/24, 1932
 3763,2013/10/23, 1982
 3763,2013/10/22, 2150
 3763,2013/10/21, 2253
 3763,2013/10/20, 1456
 3763,2013/10/19, 1595
 3763,2013/10/18, 2597
 3763,2013/10/17, 2341
 3763,2013/10/16, 2257
 3763,2013/10/15, 2152
 3763,2013/10/14, 2264
 3763,2013/10/13, 1609
 3763,2013/10/12, 1954
 3763,2013/10/11, 1990
 3763,2013/10/10, 2220
 3763,2013/10/09, 2573
 3763,2013/10/08, 2340
 3763,2013/10/07, 2486
 3763,2013/10/06, 2625
 3763,2013/10/05, 2219
 3763,2013/10/04, 755
 3763,2013/10/03, 1610
 3763,2013/10/02, 1434
 3763,2013/10/01, 1619
 3764,2013/11/26, 1
 3764,2013/11/25, 2
 3764,2013/11/23, 3
 3764,2013/11/19, 1
 3764,2013/11/14, 1
 3764,2013/11/12, 2
 3764,2013/11/05, 1
 3764,2013/11/01, 1
 3764,2013/10/28, 2
 3764,2013/10/26, 4
 3764,2013/10/22, 1
 3764,2013/10/20, 2
 3764,2013/10/19, 1
 3764,2013/10/06, 1
 3764,2013/10/04, 1
 3764,2013/10/03, 1
 3764,2013/10/02, 1
 3765,2013/11/29, 13
 3765,2013/11/28, 8
 3765,2013/11/27, 9
 3765,2013/11/26, 10
 3765,2013/11/25, 17
 3765,2013/11/24, 17
 3765,2013/11/21, 2
 3765,2013/11/19, 1
 3765,2013/11/15, 3
 3765,2013/11/14, 1
 3765,2013/11/12, 3
 3765,2013/11/11, 1
 3765,2013/11/08, 1
 3765,2013/11/06, 2
 3765,2013/11/05, 3
 3765,2013/10/29, 2
 3765,2013/10/25, 1
 3765,2013/10/22, 1
 3765,2013/10/21, 1
 3765,2013/10/20, 1
 3765,2013/10/15, 2
 3765,2013/10/12, 1
 3765,2013/10/09, 1
 3765,2013/10/07, 1
 3768,2013/11/30, 18486
 3768,2013/11/29, 18799
 3768,2013/11/28, 18215
 3768,2013/11/27, 18921
 3768,2013/11/26, 17971
 3768,2013/11/25, 16797
 3768,2013/11/24, 18185
 3768,2013/11/23, 18018
 3768,2013/11/22, 18568
 3768,2013/11/21, 17983
 3768,2013/11/20, 18089
 3768,2013/11/19, 16252
 3768,2013/11/18, 17408
 3768,2013/11/17, 17144
 3768,2013/11/16, 17719
 3768,2013/11/15, 18016
 3768,2013/11/14, 17895
 3768,2013/11/13, 17347
 3768,2013/11/12, 17186
 3768,2013/11/11, 17462
 3768,2013/11/10, 16140
 3768,2013/11/09, 16539
 3768,2013/11/08, 18066
 3768,2013/11/07, 17924
 3768,2013/11/06, 38151
 3768,2013/11/05, 68194
 3768,2013/11/04, 226735
 3768,2013/11/03, 44166
 3768,2013/11/02, 71559
 3768,2013/11/01, 50284
 3768,2013/10/31, 84349
 3768,2013/10/30, 129387
 3768,2013/10/29, 46631
 3768,2013/10/28, 57559
 3768,2013/10/27, 82746
 3768,2013/10/26, 90948
 3768,2013/10/25, 80486
 3768,2013/10/24, 123988
 3768,2013/10/23, 112682
 3768,2013/10/22, 146343
 3768,2013/10/21, 80220
 3768,2013/10/20, 75758
 3768,2013/10/19, 92117
 3768,2013/10/18, 123014
 3768,2013/10/17, 119371
 3768,2013/10/16, 94091
 3768,2013/10/15, 153182
 3768,2013/10/14, 156157
 3768,2013/10/13, 85958
 3768,2013/10/12, 137320
 3768,2013/10/11, 208547
 3768,2013/10/10, 125140
 3768,2013/10/09, 96058
 3768,2013/10/08, 114807
 3768,2013/10/07, 39397
 3768,2013/10/06, 24314
 3768,2013/10/05, 35056
 3768,2013/10/04, 22606
 3768,2013/10/03, 21441
 3768,2013/10/02, 31780
 3768,2013/10/01, 47068
 3770,2013/11/30, 93975
 3770,2013/11/29, 174822
 3770,2013/11/28, 156574
 3770,2013/11/27, 100994
 3770,2013/11/26, 101254
 3770,2013/11/25, 109763
 3770,2013/11/24, 82184
 3770,2013/11/23, 96314
 3770,2013/11/22, 105512
 3770,2013/11/21, 101541
 3770,2013/11/20, 97896
 3770,2013/11/19, 103189
 3770,2013/11/18, 133859
 3770,2013/11/17, 58618
 3770,2013/11/16, 59117
 3770,2013/11/15, 73815
 3770,2013/11/14, 92102
 3770,2013/11/13, 90297
 3770,2013/11/12, 88128
 3770,2013/11/11, 106678
 3770,2013/11/10, 65809
 3770,2013/11/09, 59201
 3770,2013/11/08, 158326
 3770,2013/11/07, 132272
 3770,2013/11/06, 114224
 3770,2013/11/05, 102777
 3770,2013/11/04, 104151
 3770,2013/11/03, 72228
 3770,2013/11/02, 56358
 3770,2013/11/01, 96817
 3770,2013/10/31, 165894
 3770,2013/10/30, 134675
 3770,2013/10/29, 119996
 3770,2013/10/28, 118724
 3770,2013/10/27, 103838
 3770,2013/10/26, 84666
 3770,2013/10/25, 93033
 3770,2013/10/24, 108895
 3770,2013/10/23, 132194
 3770,2013/10/22, 132532
 3770,2013/10/21, 116194
 3770,2013/10/20, 84857
 3770,2013/10/19, 58292
 3770,2013/10/18, 119755
 3770,2013/10/17, 110930
 3770,2013/10/16, 190291
 3770,2013/10/15, 160972
 3770,2013/10/14, 113687
 3770,2013/10/13, 170286
 3770,2013/10/12, 178959
 3770,2013/10/11, 173837
 3770,2013/10/10, 147988
 3770,2013/10/09, 129119
 3770,2013/10/08, 121044
 3770,2013/10/07, 60611
 3770,2013/10/06, 64084
 3770,2013/10/05, 64162
 3770,2013/10/04, 54813
 3770,2013/10/03, 67198
 3770,2013/10/02, 50255
 3770,2013/10/01, 146781
 3771,2013/11/30, 11690
 3771,2013/11/29, 10750
 3771,2013/11/28, 4221
 3771,2013/11/27, 2880
 3771,2013/11/26, 3174
 3771,2013/11/25, 1284
 3771,2013/11/24, 1885
 3771,2013/11/23, 1878
 3771,2013/11/22, 2585
 3771,2013/11/21, 2280
 3771,2013/11/20, 1799
 3771,2013/11/19, 2051
 3771,2013/11/18, 1392
 3771,2013/11/17, 1535
 3771,2013/11/16, 1737
 3771,2013/11/15, 2017
 3771,2013/11/14, 2565
 3771,2013/11/13, 1539
 3771,2013/11/12, 1061
 3771,2013/11/11, 1079
 3771,2013/11/10, 2444
 3771,2013/11/09, 2028
 3771,2013/11/08, 3509
 3771,2013/11/07, 8345
 3771,2013/11/06, 8201
 3771,2013/11/05, 37979
 3771,2013/11/04, 33247
 3771,2013/11/03, 32272
 3771,2013/11/02, 16951
 3771,2013/11/01, 26375
 3771,2013/10/31, 7952
 3771,2013/10/30, 3232
 3771,2013/10/29, 2232
 3771,2013/10/28, 943
 3771,2013/10/27, 1018
 3771,2013/10/26, 1963
 3771,2013/10/25, 2470
 3771,2013/10/24, 2427
 3771,2013/10/23, 2013
 3771,2013/10/22, 1896
 3771,2013/10/21, 1935
 3771,2013/10/20, 2165
 3771,2013/10/19, 2421
 3771,2013/10/18, 1896
 3771,2013/10/17, 1841
 3771,2013/10/16, 1771
 3771,2013/10/15, 2112
 3771,2013/10/14, 2559
 3771,2013/10/13, 1885
 3771,2013/10/12, 2688
 3771,2013/10/11, 2603
 3771,2013/10/10, 2139
 3771,2013/10/09, 2210
 3771,2013/10/08, 1620
 3771,2013/10/07, 1
 3771,2013/10/06, 1
 3771,2013/10/05, 1
 3771,2013/10/02, 2
 3771,2013/10/01, 1
 3773,2013/11/29, 24
 3773,2013/11/28, 12
 3773,2013/11/27, 12
 3773,2013/11/26, 12
 3773,2013/11/25, 24
 3773,2013/11/24, 28
 3773,2013/10/25, 1
 3774,2013/11/30, 313159
 3774,2013/11/29, 303820
 3774,2013/11/28, 307428
 3774,2013/11/27, 319020
 3774,2013/11/26, 534039
 3774,2013/11/25, 322798
 3774,2013/11/24, 335988
 3774,2013/11/23, 338033
 3774,2013/11/22, 445722
 3774,2013/11/21, 574674
 3774,2013/11/20, 529662
 3774,2013/11/19, 320282
 3774,2013/11/18, 324316
 3774,2013/11/17, 305149
 3774,2013/11/16, 317289
 3774,2013/11/15, 420606
 3774,2013/11/14, 330356
 3774,2013/11/13, 356713
 3774,2013/11/12, 334287
 3774,2013/11/11, 315990
 3774,2013/11/10, 335353
 3774,2013/11/09, 344482
 3774,2013/11/08, 417604
 3774,2013/11/07, 410471
 3774,2013/11/06, 413834
 3774,2013/11/05, 445524
 3774,2013/11/04, 444997
 3774,2013/11/03, 235264
 3774,2013/11/02, 233329
 3774,2013/11/01, 503181
 3774,2013/10/31, 278601
 3774,2013/10/30, 236455
 3774,2013/10/29, 338066
 3774,2013/10/28, 331713
 3774,2013/10/27, 231664
 3774,2013/10/26, 228671
 3774,2013/10/25, 231759
 3774,2013/10/24, 441025
 3774,2013/10/23, 360588
 3774,2013/10/22, 260466
 3774,2013/10/21, 343366
 3774,2013/10/20, 228546
 3774,2013/10/19, 223419
 3774,2013/10/18, 236734
 3774,2013/10/17, 325381
 3774,2013/10/16, 311810
 3774,2013/10/15, 220794
 3774,2013/10/14, 299656
 3774,2013/10/13, 243393
 3774,2013/10/12, 244709
 3774,2013/10/11, 331692
 3774,2013/10/10, 221084
 3774,2013/10/09, 312437
 3774,2013/10/08, 231301
 3774,2013/10/07, 228680
 3774,2013/10/06, 217603
 3774,2013/10/05, 208772
 3774,2013/10/04, 202410
 3774,2013/10/03, 200887
 3774,2013/10/02, 197476
 3774,2013/10/01, 205788
 3775,2013/11/30, 8
 3775,2013/11/29, 71
 3775,2013/11/28, 31
 3775,2013/11/27, 1
